"Round","Site","Patch","Post.ID","Adaptive.Mgmt","YSB","Height","Bowl.Color","Bee.Species","Number"
"R3","KLN","KLN-W","KLN-W-P4","PBG",0,"High","Blue","Agapostemon.virescens",1
"R2","KLN","KLN-W","KLN-W-P6","PBG",0,"High","Blue","Agapostemon.virescens",2
"R2","PYN","PYN-S","PYN-S-P6","PBG",0,"High","Blue","Agapostemon.virescens",2
"R2","RIS","RIS-C","RIS-C-P2","PBG",0,"High","Blue","Agapostemon.virescens",1
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"High","Blue","Agapostemon.virescens",2
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"High","Blue","Agapostemon.virescens",4
"R1","KLN","KLN-C","KLN-C-P1","PBG",1,"High","Blue","Agapostemon.virescens",3
"R2","KLN","KLN-C","KLN-C-P4","PBG",1,"High","Blue","Agapostemon.virescens",7
"R1","KLN","KLN-C","KLN-C-P5","PBG",1,"High","Blue","Agapostemon.virescens",1
"R2","KLN","KLN-C","KLN-C-P5","PBG",1,"High","Blue","Agapostemon.virescens",1
"R2","PYN","PYN-W","PYN-W-P2","PBG",1,"High","Blue","Agapostemon.virescens",3
"R2","PYN","PYN-W","PYN-W-P5","PBG",1,"High","Blue","Agapostemon.virescens",2
"R1","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Agapostemon.virescens",4
"R2","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Agapostemon.virescens",7
"R1","RIS","RIS-N","RIS-N-P4","PBG",1,"High","Blue","Agapostemon.virescens",2
"R2","KLN","KLN-E","KLN-E-P2","PBG",2,"High","Blue","Agapostemon.virescens",18
"R2","KLN","KLN-E","KLN-E-P5","PBG",2,"High","Blue","Agapostemon.virescens",3
"R1","KLN","KLN-E","KLN-E-P6","PBG",2,"High","Blue","Agapostemon.virescens",1
"R2","PYN","PYN-N","PYN-N-P2","PBG",2,"High","Blue","Agapostemon.virescens",1
"R2","RIS","RIS-S","RIS-S-P1","PBG",2,"High","Blue","Agapostemon.virescens",2
"R1","RIS","RIS-S","RIS-S-P5","PBG",2,"High","Blue","Agapostemon.virescens",1
"R2","RIS","RIS-S","RIS-S-P6","PBG",2,"High","Blue","Agapostemon.virescens",2
"R1","KLN","KLN-W","KLN-W-P3","PBG",0,"Low","Blue","Agapostemon.virescens",1
"R2","PYN","PYN-S","PYN-S-P1","PBG",0,"Low","Blue","Agapostemon.virescens",2
"R2","PYN","PYN-S","PYN-S-P6","PBG",0,"Low","Blue","Agapostemon.virescens",1
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"Low","Blue","Agapostemon.virescens",2
"R2","KLN","KLN-C","KLN-C-P4","PBG",1,"Low","Blue","Agapostemon.virescens",4
"R2","RIS","RIS-N","RIS-N-P2","PBG",1,"Low","Blue","Agapostemon.virescens",2
"R1","RIS","RIS-N","RIS-N-P4","PBG",1,"Low","Blue","Agapostemon.virescens",1
"R2","RIS","RIS-N","RIS-N-P4","PBG",1,"Low","Blue","Agapostemon.virescens",2
"R2","KLN","KLN-E","KLN-E-P2","PBG",2,"Low","Blue","Agapostemon.virescens",1
"R2","RIS","RIS-S","RIS-S-P1","PBG",2,"Low","Blue","Agapostemon.virescens",1
"R2","PYN","PYN-S","PYN-S-P4","PBG",0,"High","White","Agapostemon.virescens",1
"R2","RIS","RIS-C","RIS-C-P3","PBG",0,"High","White","Agapostemon.virescens",1
"R2","KLN","KLN-C","KLN-C-P2","PBG",1,"High","White","Agapostemon.virescens",1
"R1","KLN","KLN-C","KLN-C-P4","PBG",1,"High","White","Agapostemon.virescens",2
"R1","RIS","RIS-N","RIS-N-P1","PBG",1,"High","White","Agapostemon.virescens",1
"R2","RIS","RIS-N","RIS-N-P4","PBG",1,"High","White","Agapostemon.virescens",4
"R1","RIS","RIS-N","RIS-N-P5","PBG",1,"High","White","Agapostemon.virescens",1
"R1","KLN","KLN-E","KLN-E-P1","PBG",2,"High","White","Agapostemon.virescens",1
"R2","KLN","KLN-E","KLN-E-P4","PBG",2,"High","White","Agapostemon.virescens",3
"R2","KLN","KLN-E","KLN-E-P6","PBG",2,"High","White","Agapostemon.virescens",4
"R2","RIS","RIS-S","RIS-S-P2","PBG",2,"High","White","Agapostemon.virescens",1
"R1","RIS","RIS-C","RIS-C-P5","PBG",0,"Low","White","Agapostemon.virescens",1
"R1","RIS","RIS-N","RIS-N-P5","PBG",1,"Low","White","Agapostemon.virescens",1
"R2","KLN","KLN-E","KLN-E-P6","PBG",2,"Low","White","Agapostemon.virescens",1
"R1","RIS","RIS-S","RIS-S-P2","PBG",2,"Low","White","Agapostemon.virescens",2
"R2","KLN","KLN-W","KLN-W-P2","PBG",0,"High","Yellow","Agapostemon.virescens",2
"R2","KLN","KLN-W","KLN-W-P5","PBG",0,"High","Yellow","Agapostemon.virescens",2
"R2","PYN","PYN-S","PYN-S-P3","PBG",0,"High","Yellow","Agapostemon.virescens",1
"R2","RIS","RIS-C","RIS-C-P4","PBG",0,"High","Yellow","Agapostemon.virescens",1
"R2","KLN","KLN-C","KLN-C-P1","PBG",1,"High","Yellow","Agapostemon.virescens",3
"R1","KLN","KLN-C","KLN-C-P2","PBG",1,"High","Yellow","Agapostemon.virescens",4
"R1","KLN","KLN-C","KLN-C-P3","PBG",1,"High","Yellow","Agapostemon.virescens",2
"R2","KLN","KLN-C","KLN-C-P3","PBG",1,"High","Yellow","Agapostemon.virescens",1
"R2","RIS","RIS-N","RIS-N-P1","PBG",1,"High","Yellow","Agapostemon.virescens",23
"R1","RIS","RIS-N","RIS-N-P3","PBG",1,"High","Yellow","Agapostemon.virescens",3
"R2","RIS","RIS-N","RIS-N-P5","PBG",1,"High","Yellow","Agapostemon.virescens",1
"R2","KLN","KLN-E","KLN-E-P1","PBG",2,"High","Yellow","Agapostemon.virescens",8
"R2","KLN","KLN-E","KLN-E-P3","PBG",2,"High","Yellow","Agapostemon.virescens",2
"R1","KLN","KLN-E","KLN-E-P4","PBG",2,"High","Yellow","Agapostemon.virescens",4
"R2","RIS","RIS-S","RIS-S-P3","PBG",2,"High","Yellow","Agapostemon.virescens",3
"R1","RIS","RIS-S","RIS-S-P4","PBG",2,"High","Yellow","Agapostemon.virescens",1
"R2","RIS","RIS-S","RIS-S-P4","PBG",2,"High","Yellow","Agapostemon.virescens",3
"R1","RIS","RIS-S","RIS-S-P6","PBG",2,"High","Yellow","Agapostemon.virescens",1
"R2","KLN","KLN-W","KLN-W-P2","PBG",0,"Low","Yellow","Agapostemon.virescens",2
"R1","KLN","KLN-W","KLN-W-P4","PBG",0,"Low","Yellow","Agapostemon.virescens",1
"R2","RIS","RIS-N","RIS-N-P5","PBG",1,"Low","Yellow","Agapostemon.virescens",1
"R2","KLN","KLN-E","KLN-E-P1","PBG",2,"Low","Yellow","Agapostemon.virescens",5
"R2","PYN","PYN-S","PYN-S-P6","PBG",0,"High","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"High","Blue","Augochlorella.aurata",6
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"High","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-C","RIS-C-P6","PBG",0,"High","Blue","Augochlorella.aurata",9
"R3","KLN","KLN-C","KLN-C-P3","PBG",1,"High","Blue","Augochlorella.aurata",1
"R1","KLN","KLN-C","KLN-C-P5","PBG",1,"High","Blue","Augochlorella.aurata",4
"R2","PYN","PYN-W","PYN-W-P2","PBG",1,"High","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Augochlorella.aurata",2
"R2","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P4","PBG",1,"High","Blue","Augochlorella.aurata",1
"R1","KLN","KLN-E","KLN-E-P6","PBG",2,"High","Blue","Augochlorella.aurata",6
"R1","PYN","PYN-N","PYN-N-P1","PBG",2,"High","Blue","Augochlorella.aurata",1
"R2","RIS","RIS-S","RIS-S-P6","PBG",2,"High","Blue","Augochlorella.aurata",1
"R1","KLN","KLN-W","KLN-W-P1","PBG",0,"Low","Blue","Augochlorella.aurata",1
"R1","KLN","KLN-W","KLN-W-P3","PBG",0,"Low","Blue","Augochlorella.aurata",2
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"Low","Blue","Augochlorella.aurata",2
"R1","RIS","RIS-C","RIS-C-P6","PBG",0,"Low","Blue","Augochlorella.aurata",2
"R1","KLN","KLN-C","KLN-C-P5","PBG",1,"Low","Blue","Augochlorella.aurata",2
"R2","KLN","KLN-C","KLN-C-P5","PBG",1,"Low","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P2","PBG",1,"Low","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P4","PBG",1,"Low","Blue","Augochlorella.aurata",7
"R1","KLN","KLN-E","KLN-E-P2","PBG",2,"Low","Blue","Augochlorella.aurata",1
"R1","KLN","KLN-E","KLN-E-P6","PBG",2,"Low","Blue","Augochlorella.aurata",5
"R1","PYN","PYN-N","PYN-N-P6","PBG",2,"Low","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-S","RIS-S-P1","PBG",2,"Low","Blue","Augochlorella.aurata",3
"R2","RIS","RIS-S","RIS-S-P1","PBG",2,"Low","Blue","Augochlorella.aurata",1
"R1","RIS","RIS-C","RIS-C-P2","PBG",0,"High","White","Augochlorella.aurata",2
"R1","RIS","RIS-N","RIS-N-P1","PBG",1,"High","White","Augochlorella.aurata",2
"R2","RIS","RIS-N","RIS-N-P4","PBG",1,"High","White","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P5","PBG",1,"High","White","Augochlorella.aurata",1
"R3","PYN","PYN-N","PYN-N-P4","PBG",2,"High","White","Augochlorella.aurata",1
"R1","KLN","KLN-W","KLN-W-P2","PBG",0,"Low","White","Augochlorella.aurata",1
"R1","KLN","KLN-W","KLN-W-P5","PBG",0,"Low","White","Augochlorella.aurata",1
"R1","RIS","RIS-C","RIS-C-P5","PBG",0,"Low","White","Augochlorella.aurata",1
"R1","KLN","KLN-C","KLN-C-P4","PBG",1,"Low","White","Augochlorella.aurata",3
"R1","KLN","KLN-C","KLN-C-P6","PBG",1,"Low","White","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P1","PBG",1,"Low","White","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P5","PBG",1,"Low","White","Augochlorella.aurata",3
"R1","KLN","KLN-E","KLN-E-P5","PBG",2,"Low","White","Augochlorella.aurata",2
"R1","RIS","RIS-S","RIS-S-P2","PBG",2,"Low","White","Augochlorella.aurata",1
"R1","RIS","RIS-S","RIS-S-P3","PBG",2,"Low","White","Augochlorella.aurata",2
"R1","RIS","RIS-C","RIS-C-P1","PBG",0,"High","Yellow","Augochlorella.aurata",1
"R1","RIS","RIS-N","RIS-N-P6","PBG",1,"High","Yellow","Augochlorella.aurata",2
"R1","KLN","KLN-E","KLN-E-P3","PBG",2,"High","Yellow","Augochlorella.aurata",1
"R1","KLN","KLN-E","KLN-E-P4","PBG",2,"High","Yellow","Augochlorella.aurata",1
"R1","KLN","KLN-W","KLN-W-P6","PBG",0,"Low","Yellow","Augochlorella.aurata",1
"R2","PYN","PYN-S","PYN-S-P3","PBG",0,"Low","Yellow","Augochlorella.aurata",1
"R1","RIS","RIS-C","RIS-C-P1","PBG",0,"Low","Yellow","Augochlorella.aurata",1
"R2","RIS","RIS-C","RIS-C-P4","PBG",0,"Low","Yellow","Augochlorella.aurata",1
"R1","KLN","KLN-C","KLN-C-P3","PBG",1,"Low","Yellow","Augochlorella.aurata",2
"R1","KLN","KLN-E","KLN-E-P3","PBG",2,"Low","Yellow","Augochlorella.aurata",2
"R1","KLN","KLN-E","KLN-E-P4","PBG",2,"Low","Yellow","Augochlorella.aurata",1
"R1","RIS","RIS-S","RIS-S-P4","PBG",2,"Low","Yellow","Augochlorella.aurata",1
"R1","RIS","RIS-S","RIS-S-P6","PBG",2,"Low","Yellow","Augochlorella.aurata",1
"R2","RIS","RIS-C","RIS-C-P2","PBG",0,"High","Blue","Ceratina.dupla",4
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"High","Blue","Ceratina.dupla",31
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"High","Blue","Ceratina.dupla",2
"R1","RIS","RIS-C","RIS-C-P6","PBG",0,"High","Blue","Ceratina.dupla",8
"R1","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Ceratina.dupla",3
"R2","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Ceratina.dupla",1
"R2","PYN","PYN-N","PYN-N-P3","PBG",2,"High","Blue","Ceratina.dupla",1
"R1","RIS","RIS-S","RIS-S-P5","PBG",2,"High","Blue","Ceratina.dupla",2
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"Low","Blue","Ceratina.dupla",7
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"Low","Blue","Ceratina.dupla",1
"R1","RIS","RIS-C","RIS-C-P6","PBG",0,"Low","Blue","Ceratina.dupla",5
"R1","RIS","RIS-N","RIS-N-P4","PBG",1,"Low","Blue","Ceratina.dupla",1
"R2","RIS","RIS-N","RIS-N-P4","PBG",1,"Low","Blue","Ceratina.dupla",1
"R1","RIS","RIS-S","RIS-S-P1","PBG",2,"Low","Blue","Ceratina.dupla",6
"R1","RIS","RIS-S","RIS-S-P5","PBG",2,"Low","Blue","Ceratina.dupla",2
"R1","RIS","RIS-C","RIS-C-P2","PBG",0,"High","White","Ceratina.dupla",4
"R3","RIS","RIS-C","RIS-C-P2","PBG",0,"High","White","Ceratina.dupla",1
"R2","RIS","RIS-C","RIS-C-P3","PBG",0,"High","White","Ceratina.dupla",2
"R1","RIS","RIS-N","RIS-N-P1","PBG",1,"High","White","Ceratina.dupla",1
"R2","RIS","RIS-N","RIS-N-P4","PBG",1,"High","White","Ceratina.dupla",2
"R1","RIS","RIS-N","RIS-N-P5","PBG",1,"High","White","Ceratina.dupla",1
"R2","RIS","RIS-C","RIS-C-P6","PBG",0,"Low","White","Ceratina.dupla",1
"R1","RIS","RIS-S","RIS-S-P2","PBG",2,"Low","White","Ceratina.dupla",1
"R1","RIS","RIS-C","RIS-C-P1","PBG",0,"High","Yellow","Ceratina.dupla",1
"R2","RIS","RIS-C","RIS-C-P1","PBG",0,"High","Yellow","Ceratina.dupla",1
"R1","RIS","RIS-C","RIS-C-P4","PBG",0,"High","Yellow","Ceratina.dupla",2
"R2","RIS","RIS-C","RIS-C-P4","PBG",0,"High","Yellow","Ceratina.dupla",1
"R1","RIS","RIS-N","RIS-N-P3","PBG",1,"High","Yellow","Ceratina.dupla",1
"R1","RIS","RIS-C","RIS-C-P1","PBG",0,"Low","Yellow","Ceratina.dupla",2
"R2","RIS","RIS-C","RIS-C-P1","PBG",0,"Low","Yellow","Ceratina.dupla",1
"R3","KLN","KLN-C","KLN-C-P6","PBG",1,"Low","Yellow","Ceratina.dupla",1
"R1","RIS","RIS-S","RIS-S-P4","PBG",2,"Low","Yellow","Ceratina.dupla",3
"R2","PYN","PYN-S","PYN-S-P1","PBG",0,"High","Blue","Halictus.ligatus",1
"R2","PYN","PYN-S","PYN-S-P6","PBG",0,"High","Blue","Halictus.ligatus",2
"R2","RIS","RIS-C","RIS-C-P2","PBG",0,"High","Blue","Halictus.ligatus",1
"R1","RIS","RIS-C","RIS-C-P3","PBG",0,"High","Blue","Halictus.ligatus",1
"R2","RIS","RIS-C","RIS-C-P5","PBG",0,"High","Blue","Halictus.ligatus",10
"R1","KLN","KLN-C","KLN-C-P1","PBG",1,"High","Blue","Halictus.ligatus",1
"R2","KLN","KLN-C","KLN-C-P4","PBG",1,"High","Blue","Halictus.ligatus",4
"R1","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Halictus.ligatus",2
"R2","RIS","RIS-N","RIS-N-P2","PBG",1,"High","Blue","Halictus.ligatus",6
"R2","KLN","KLN-E","KLN-E-P2","PBG",2,"High","Blue","Halictus.ligatus",1
"R3","KLN","KLN-E","KLN-E-P3","PBG",2,"High","Blue","Halictus.ligatus",1
"R1","KLN","KLN-E","KLN-E-P6","PBG",2,"High","Blue","Halictus.ligatus",4
"R2","PYN","PYN-N","PYN-N-P2","PBG",2,"High","Blue","Halictus.ligatus",1
"R2","RIS","RIS-S","RIS-S-P1","PBG",2,"High","Blue","Halictus.ligatus",2
"R2","RIS","RIS-S","RIS-S-P6","PBG",2,"High","Blue","Halictus.ligatus",1
"R1","RIS","RIS-C","RIS-C-P6","PBG",0,"Low","Blue","Halictus.ligatus",1
"R2","KLN","KLN-E","KLN-E-P5","PBG",2,"Low","Blue","Halictus.ligatus",1
"R1","KLN","KLN-W","KLN-W-P5","PBG",0,"High","White","Halictus.ligatus",1
"R1","RIS","RIS-C","RIS-C-P5","PBG",0,"High","White","Halictus.ligatus",1
"R2","KLN","KLN-C","KLN-C-P2","PBG",1,"High","White","Halictus.ligatus",1
"R1","KLN","KLN-C","KLN-C-P4","PBG",1,"High","White","Halictus.ligatus",1
"R2","KLN","KLN-E","KLN-E-P4","PBG",2,"High","White","Halictus.ligatus",2
"R2","KLN","KLN-E","KLN-E-P6","PBG",2,"High","White","Halictus.ligatus",1
"R1","RIS","RIS-S","RIS-S-P2","PBG",2,"High","White","Halictus.ligatus",1
"R2","RIS","RIS-S","RIS-S-P2","PBG",2,"High","White","Halictus.ligatus",2
"R2","RIS","RIS-N","RIS-N-P3","PBG",1,"Low","White","Halictus.ligatus",1
"R2","KLN","KLN-W","KLN-W-P5","PBG",0,"High","Yellow","Halictus.ligatus",4
"R2","PYN","PYN-S","PYN-S-P5","PBG",0,"High","Yellow","Halictus.ligatus",1
"R2","RIS","RIS-C","RIS-C-P4","PBG",0,"High","Yellow","Halictus.ligatus",1
"R2","KLN","KLN-C","KLN-C-P1","PBG",1,"High","Yellow","Halictus.ligatus",2
